"district","street_type","name"
"Приморський","Вулиця","Черепанових"
"Приморський","Провулок","Чехова"
"Київський","Провулок","Човневий"
"Приморський","Вулиця","Чорноморська"
"Суворовський","Провулок","Чорноморський 1-й"
"Суворовський","Провулок","Чорноморський 2-й"
"Суворовський","Провулок","Чорноморський 3-й"
"Суворовський","Провулок","Чорноморський 4-й"
"Суворовський","Провулок","Чорноморський 5-й"
"Суворовський","Провулок","Чорноморський 8-й"
"Суворовський","Провулок","Чорноморський 9-й"
"Суворовський","Провулок","Чорноморський 10-й"
"Суворовський","Провулок","Чорноморський 12-й"
"Суворовський","Провулок","Чорноморський 13-й"
"Суворовський","Вулиця","Чорноморського Козацтва"
"Приморський","Вулиця","Чорновола В'ячеслава"
"Київський","Вулиця","Чернігівська"
"Приморський","Вулиця","Черняховського"
"Київський","Вулиця","Чубаївська"
"Київський","Провулок","Чубаївський"
"Київський","Вулиця","Чуковського Корнія"
"Приморський","Провулок","Шалашний"
"Приморський","Провулок","Шампанський"
"Приморський","Проспект","Шевченка"
"Київський","Вулиця","Шклярука Павла"
"Київський","Вулиця","Шишкіна"
"Київський","Провулок","Шишкіна"
"Приморський","Вулиця","Шмідта лейтенанта"
"Приморський","Вулиця","Шовкуленка"
"Приморський","Провулок","Шовкуленка"
"Приморський","Провулок","Шпитальний"
"Приморський","Провулок","Штабний"
"Київський","Вулиця","Штурвальна"
"Суворовський","Вулиця","Щєгольова"
"Приморський","Провулок","Щіпний"
"Київський","Вулиця","Щоглова"
"Київський","Вулиця","Щукіна"
"Суворовський","Вулиця","Яблучна"
"Приморський","Вулиця","Ядова Сергія"
"Київський","Вулиця","Якірна"
"Київський","Провулок","Якірний"
"Київський","Вулиця","Ялинкова"
"Приморський","Вулиця","Ямчитського"
"Київський","Вулиця","Яновського Юрія"
"Суворовський","Площа","Ярмаркова"
"Приморський","Вулиця","Ясіновського академіка"
